,target,prime,RT,RT_std,acc,acc_std,path sim
1785,ladder,rope,519.1803278688525,149.9950563848379,1.0,0.0,0.1428571428571428
1786,ladder,rider,553.68,175.18747949831626,1.0,0.0,0.0909090909090909
1787,abuse,disgusting,599.1929824561404,365.3734605361484,1.0,0.0,0.0769230769230769
1788,abuse,window,464.0,,1.0,,0.0588235294117647
1789,abuse,use,544.7884615384615,161.9029407305333,0.9807692307692307,0.1386750490563073,0.2
1790,abuse,heroin,573.9857142857143,251.8764645935564,0.9857142857142858,0.11952286093343938,0.0625
1791,abuse,torture,531.6458333333334,152.8988665311971,0.9791666666666666,0.14433756729740646,0.0714285714285714
1792,jewish,protection,641.7843137254902,381.0440559161363,1.0,0.0,0.1111111111111111
1793,jewish,terror,523.0,,1.0,,0.1
1794,jewish,rabbi,527.4788732394367,178.82584178507545,1.0,0.0,0.1
1795,jewish,christian,535.8723404255319,129.40526449563765,1.0,0.0,0.1111111111111111
1796,jewish,acrobat,526.3970588235294,200.4553875037537,0.9705882352941176,0.1702139334575991,0.1
1797,hidden,unseen,550.9772727272727,183.5088856142006,0.9772727272727273,0.15075567228888181,0.1111111111111111
1798,hidden,value,535.7260273972603,131.28227225185566,1.0,0.0,0.0833333333333333
1799,hidden,obvious,512.112676056338,127.412328322069,1.0,0.0,0.3333333333333333
1800,hidden,coyote,562.0,205.93125066390482,1.0,0.0,0.0588235294117647
1801,way,ankle,511.1621621621622,118.87143230153079,1.0,0.0,0.0769230769230769
1802,way,manner,577.7551020408164,223.28359495383938,1.0,0.0,1.0
1803,way,meadow,530.027027027027,134.21389318005495,0.972972972972973,0.16326908396901554,0.1111111111111111
1804,way,stair,539.1444444444444,149.56420297479488,0.9888888888888889,0.10540925533894599,0.0769230769230769
1805,two,pair,541.3636363636364,221.0921848658478,1.0,0.0,0.0909090909090909
1806,two,compact,517.6588235294117,248.6942353354328,1.0,0.0,0.0625
1807,two,prefer,525.5964912280701,185.08625977877787,1.0,0.0,0.0909090909090909
1808,two,terrible,473.4186046511628,86.57015667409915,1.0,0.0,0.1
1809,don't,donkey,534.2830188679245,136.66922130549233,1.0,0.0,0.0
1810,don't,ditch,574.0,,1.0,,0.0
1811,don't,do,530.7794117647059,301.6706143624169,1.0,0.0,0.0
1812,don't,multiply,543.6623376623377,248.37358377153572,1.0,0.0,0.0
1813,don't,disturb,499.3695652173913,83.9371083862865,1.0,0.0,0.0
1814,rare,needle,594.6515151515151,271.66968022124803,0.9848484848484849,0.12309149097933271,0.0833333333333333
1815,rare,medium,604.2266666666667,307.3162634254259,1.0,0.0,0.1111111111111111
1816,rare,bullock,547.5147058823529,193.20837816318817,0.9852941176470589,0.1212678125181665,0.0714285714285714
1817,rare,scarcity,542.9642857142857,155.39280743707093,0.9642857142857143,0.18898223650461365,0.1
1818,socket,plug,543.2181818181818,131.24992993424456,0.9454545454545454,0.22918388365077622,0.0714285714285714
1819,socket,knitting,640.0,,1.0,,0.0769230769230769
1820,socket,eyeball,506.3939393939394,184.71657114349986,0.9393939393939394,0.24043472671155014,0.2
1821,socket,plaid,569.8850574712644,205.49743535362012,0.9885057471264368,0.10721125348377944,0.0833333333333333
1822,socket,path,563.1,320.1573971882565,1.0,0.0,0.0666666666666666
1823,steal,obtain,577.0961538461538,256.6273914143475,1.0,0.0,0.0909090909090909
1824,steal,opposite,547.0,,1.0,,0.1
1825,steal,sure,528.2463768115942,128.3290125599844,1.0,0.0,0.1
1826,steal,plaque,522.2298850574713,136.56668029305575,0.9885057471264368,0.10721125348377945,0.0588235294117647
1827,steal,thief,534.8787878787879,140.6766588616777,1.0,0.0,0.0625
1828,tea,bologna,544.7538461538461,240.2180019514326,1.0,0.0,0.0714285714285714
1829,tea,pitcher,506.0,120.84096856008595,1.0,0.0,0.1
1830,tea,coffee,480.1475409836066,132.46544657199902,1.0,0.0,0.3333333333333333
1831,tea,cucumber,534.1458333333334,121.60924334677809,1.0,0.0,0.0625
1832,love,grown,515.0888888888888,158.65397199024935,1.0,0.0,0.1
1833,love,do,708.0,,1.0,,0.0833333333333333
1834,love,tour,536.9759036144578,152.3162608348902,0.9879518072289156,0.10976425998969035,0.0666666666666666
1835,love,like,526.0,158.2453790794537,1.0,0.0,0.0714285714285714
1836,love,valentine,526.8571428571429,147.0751544119406,1.0,0.0,0.0769230769230769
1837,wire,cage,526.5,128.02397140731873,1.0,0.0,0.1
1838,wire,adjustment,1139.0,,1.0,,0.0555555555555555
1839,wire,trend,547.0754716981132,136.63396484158292,1.0,0.0,0.0769230769230769
1840,wire,over,512.8265306122449,140.00515642272845,1.0,0.0,0.0555555555555555
